patient_id,split
P22695,train
P22696,train
P22697,train
P22698,train
P22699,test
P22700,train
P22701,validation
P22702,train
P22703,train
P22704,validation
P22705,train
P22706,validation
P22707,train
P22708,train
P22709,validation
P22710,train
P22711,train
P22712,train
P22713,train
P22714,train
P22715,train
P22716,train
P22717,train
P22718,train
P22719,train
P22720,train
P22721,train
P22722,train
P22723,train
P22724,train
P22725,train
P22726,train
P22727,train
P22728,train
P22729,train
P22730,validation
P22731,train
P22732,train
P22733,train
P22734,train
P22735,train
P22736,train
P22737,train
P22738,train
P22739,train
P22740,train
P22741,train
P22742,validation
P22743,train
P22744,train
P22745,train
P22746,train
P22747,train
P22748,train
P22749,train
P22750,train
P22751,train
P22752,train
P22753,train
P22754,train
P22755,train
P22756,train
P22757,validation
P22758,validation
P22759,train
P22760,train
P22761,train
P22762,train
P22763,train
P22764,train
P22765,train
P22766,train
P22767,train
P22768,train
P22769,train
P22770,train
P22771,train
P22772,train
P22773,train
P22774,train
P22775,train
P22776,train
P22777,train
P22778,train
P22779,train
P22780,train
P22781,train
P22782,train
P22783,train
P22784,train
P22785,validation
P22786,train
P22787,test
P22788,train
P22789,train
P22790,train
P22791,train
P22792,test
P22793,test
P22794,train
P22795,train
P22796,test
P22797,train
P22798,test
P22799,train
P22800,validation
P22801,train
P22802,train
P22803,train
P22804,train
P22805,train
P22806,validation
P22807,train
P22808,train
P22809,train
P22810,train
P22811,train
P22812,train
P22813,train
P22814,train
P22815,train
P22816,train
P22817,train
P22818,test
P22819,train
P22820,train
P22821,train
P22822,train
P22823,train
P22824,train
P22825,train
P22826,test
P22827,validation
P22828,train
P22829,train
P22830,train
P22831,train
P22832,validation
P22833,validation
P22834,train
P22835,train
P22836,train
P22837,train
P22838,train
P22839,train
P22840,train
P22841,train
P22842,train
P22843,validation
P22844,train
P22845,test
P22846,train
P22847,train
P22848,train
P22849,train
P22850,train
P22851,train
P22852,train
P22853,train
P22854,train
P22855,train
P22856,test
P22857,test
P22858,train
P22859,train
P22860,train
P22861,train
P22862,train
P22863,train
P22864,train
P22865,train
P22866,train
P22867,train
P22868,validation
P22869,train
P22870,train
P22871,validation
P22872,train
P22873,train
P22874,train
P22875,train
P22876,train
P22877,train
P22878,validation
P22879,validation
P22880,train
P22881,train
P22882,train
P22883,train
P22884,train
P22885,train
P22886,train
P22887,train
P22888,validation
P22889,train
P22890,train
P22891,train
P22892,train
P22893,train
P22894,train
P22895,train
P22896,train
P22897,train
P22898,train
P22899,train
P22900,train
P22901,train
P22902,train
P22903,train
P22904,train
P22905,train
P22906,train
P22907,train
P22908,train
P22909,train
P22910,test
P22911,train
P22912,train
P22913,train
P22914,train
P22915,train
P22916,test
P22917,validation
P22918,train
P22919,train
P22920,validation
P22921,validation
P22922,train
P22923,test
P22924,train
P22925,train
P22926,train
P22927,train
P22928,train
P22929,validation
P22930,train
P22931,train
P22932,train
P22933,validation
P22934,validation
P22935,train
P22936,train
P22937,train
P22938,train
P22939,train
P22940,train
P22941,train
P22942,train
P22943,train
P22944,validation
P22945,train
P22946,train
P22947,train
P22948,train
P22949,test
P22950,train
P22951,train
P22952,test
P22953,test
P22954,train
P22955,test
P22956,train
P22957,train
P22958,train
P22959,validation
P22960,test
P22961,train
P22962,train
P22963,test
P22964,train
P22965,train
P22966,train
P22967,test
P22968,train
P22969,train
P22970,train
P22971,train
P22972,train
P22973,train
P22974,train
P22975,train
P22976,train
P22977,validation
P22978,train
P22979,train
P22980,train
P22981,train
P22982,train
P22983,train
P22984,train
P22985,train
P22986,train
P22987,train
P22988,validation
P22989,train
P22990,train
P22991,train
P22992,train
P22993,train
P22994,validation
P22995,train
P22996,train
P22997,validation
P22998,train
P22999,train
P23000,test
P23001,train
P23002,train
P23003,train
P23004,train
P23005,train
P23006,train
P23007,validation
P23008,train
P23009,train
P23010,train
P23011,train
P23012,train
P23013,validation
P23014,validation
P23015,train
P23016,train
P23017,test
P23018,train
P23019,train
P23020,train
P23021,train
P23022,train
P23023,train
P23024,train
P23025,validation
P23026,validation
P23027,train
P23028,train
P23029,train
P23030,validation
P23031,test
P23032,train
P23033,train
P23034,train
P23035,train
P23036,train
P23037,test
P23038,test
P23039,train
P23040,train
P23041,test
P23042,train
P23043,validation
P23044,train
P23045,train
P23046,train
P23047,train
P23048,train
P23049,train
P23050,train
P23051,train
P23052,train
P23053,train
P23054,validation
P23055,test
P23056,train
P23057,train
P23058,train
P23059,train
P23060,train
P23061,test
P23062,train
P23063,validation
P23064,train
P23065,test
P23066,test
P23067,test
P23068,train
P23069,train
P23070,train
P23071,train
P23072,train
P23073,train
P23074,train
P23075,validation
P23076,train
P23077,train
P23078,train
P23079,train
P23080,test
P23081,test
P23082,train
P23083,train
P23084,train
P23085,train
P23086,test
P23087,train
P23088,train
P23089,train
P23090,validation
P23091,train
P23092,train
P23093,train
P23094,train
P23095,train
P23096,train
P23097,train
P23098,train
P23099,train
P23100,train
P23101,train
P23102,train
P23103,train
P23104,train
P23105,train
P23106,train
P23107,train
P23108,train
P23109,train
P23110,validation
P23111,train
P23112,train
P23113,train
P23114,train
P23115,train
P23116,train
P23117,validation
P23118,validation
P23119,train
P23120,train
P23121,train
P23122,train
P23123,train
P23124,train
P23125,train
P23126,train
P23127,validation
P23128,test
P23129,train
P23130,train
P23131,train
P23132,train
P23133,train
P23134,train
P23135,train
P23136,train
P23137,train
P23138,train
P23139,train
P23140,train
P23141,train
P23142,test
P23143,validation
P23144,train
P23145,train
P23146,test
P23147,train
P23148,train
P23149,validation
P23150,train
P23151,train
P23152,train
P23153,train
P23154,train
P23155,validation
P23156,train
P23157,train
P23158,train
P23159,train
P23160,train
P23161,validation
P23162,train
P23163,train
P23164,test
P23165,train
P23166,train
P23167,validation
P23168,test
P23169,train
P23170,test
P23171,test
P23172,train
P23173,validation
P23174,train
P23175,test
P23176,validation
P23177,train
P23178,train
P23179,train
P23180,train
P23181,train
P23182,train
P23183,train
P23184,train
P23185,train
P23186,train
P23187,train
P23188,train
P23189,train
P23190,test
P23191,train
P23192,train
P23193,train
P23194,train
P23195,test
P23196,test
P23197,train
P23198,validation
P23199,train
P23200,train
P23201,train
P23202,train
P23203,train
P23204,train
P23205,train
P23206,train
P23207,train
P23208,train
P23209,train
P23210,train
P23211,train
P23212,train
P23213,train
P23214,train
P23215,test
P23216,validation
P23217,train
P23218,train
P23219,train
P23220,train
P23221,train
P23222,train
P23223,train
P23224,test
P23225,train
P23226,train
P23227,test
P23228,train
P23229,train
P23230,test
P23231,train
P23232,validation
P23233,train
P23234,train
P23235,train
P23236,train
P23237,test
P23238,test
P23239,train
P23240,train
P23241,train
P23242,validation
P23243,train
P23244,test
P23245,train
P23246,train
P23247,train
P23248,train
P23249,validation
P23250,test
P23251,train
P23252,train
P23253,train
P23254,train
P23255,test
P23256,validation
P23257,validation
P23258,validation
P23259,train
P23260,train
P23261,validation
P23262,train
P23263,train
P23264,train
P23265,train
P23266,train
P23267,train
P23268,train
P23269,train
P23270,test
P23271,train
P23272,train
P23273,train
P23274,validation
P23275,train
P23276,train
P23277,train
P23278,train
P23279,test
P23280,train
P23281,train
P23282,train
P23283,train
P23284,train
P23285,train
P23286,train
P23287,test
P23288,test
P23289,train
P23290,train
P23291,train
P23292,train
P23293,train
P23294,train
P23295,train
P23296,train
P23297,test
P23298,train
P23299,train
P23300,train
P23301,train
P23302,train
P23303,train
P23304,test
P23305,train
P23306,train
P23307,train
P23308,train
P23309,validation
P23310,train
P23311,train
P23312,validation
P23313,train
P23314,train
P23315,train
P23316,train
P23317,train
P23318,train
P23319,train
P23320,train
P23321,validation
P23322,train
P23323,train
P23324,train
P23325,train
P23326,train
P23327,train
P23328,validation
P23329,train
P23330,validation
P23331,train
P23332,train
P23333,test
P23334,test
P23335,train
P23336,train
P23337,train
P23338,train
P23339,train
P23340,train
P23341,test
P23342,train
P23343,train
P23344,train
P23345,train
P23346,train
P23347,train
P23348,train
P23349,train
P23350,train
P23351,validation
P23352,train
P23353,train
P23354,train
P23355,train
P23356,test
P23357,test
P23358,train
P23359,train
P23360,train
P23361,train
P23362,train
P23363,train
P23364,train
P23365,train
P23366,train
P23367,validation
P23368,train
P23369,train
P23370,train
P23371,train
P23372,train
P23373,train
P23374,train
P23375,validation
P23376,train
P23377,train
P23378,train
P23379,train
P23380,test
P23381,train
P23382,train
P23383,train
P23384,train
P23385,train
P23386,train
P23387,train
P23388,train
P23389,train
P23390,train
P23391,train
P23392,validation
P23393,validation
P23394,train
P23395,train
P23396,train
P23397,train
P23398,train
P23399,train
P23400,train
P23401,train
P23402,train
P23403,train
P23404,test
P23405,train
P23406,train
P23407,train
P23408,train
P23409,train
P23410,train
P23411,train
P23412,train
P23413,test
P23414,train
P23415,test
P23416,train
P23417,test
P23418,train
P23419,test
P23420,validation
P23421,train
P23422,train
P23423,train
P23424,train
P23425,train
P23426,train
P23427,train
P23428,train
P23429,train
P23430,validation
P23431,train
P23432,train
P23433,train
P23434,train
P23435,train
P23436,train
P23437,train
P23438,train
P23439,train
P23440,validation
P23441,train
P23442,train
P23443,train
P23444,train
P23445,train
P23446,train
P23447,train
P23448,train
P23449,test
P23450,train
P23451,train
P23452,validation
P23453,validation
P23454,train
P23455,train
P23456,train
P23457,train
P23458,train
P23459,train
P23460,train
P23461,train
P23462,test
P23463,train
P23464,train
P23465,train
P23466,train
P23467,train
P23468,train
P23469,train
P23470,train
P23471,train
P23472,train
P23473,train
P23474,test
P23475,test
P23476,train
P23477,train
P23478,train
P23479,train
P23480,train
P23481,train
P23482,train
P23483,train
P23484,train
P23485,validation
P23486,train
P23487,train
P23488,train
P23489,validation
P23490,train
P23491,train
P23492,train
P23493,train
P23494,train
P23495,train
P23496,train
P23497,train
P23498,train
P23499,validation
P23500,test
P23501,train
P23502,train
P23503,train
P23504,train
P23505,train
P23506,train
P23507,train
P23508,train
P23509,train
P23510,train
P23511,train
P23512,train
P23513,train
P23514,train
P23515,train
P23516,train
P23517,train
P23518,train
P23519,test
P23520,train
P23521,train
P23522,train
P23523,train
P23524,train
P23525,train
P23526,train
P23527,test
P23528,train
P23529,train
P23530,train
P23531,train
P23532,test
P23533,train
P23534,train
P23535,train
P23536,train
P23537,train
P23538,train
P23539,train
P23540,train
P23541,train
P23542,train
P23543,train
P23544,train
P23545,validation
P23546,train
P23547,train
P23548,train
P23549,train
P23550,train
P23551,test
P23552,train
P23553,train
P23554,validation
P23555,test
P23556,validation
P23557,train
P23558,train
P23559,train
P23560,test
P23561,validation
P23562,train
P23563,train
P23564,train
P23565,train
P23566,test
P23567,train
P23568,train
P23569,train
P23570,train
P23571,train
P23572,train
P23573,train
P23574,train
P23575,test
P23576,train
P23577,train
P23578,train
P23579,train
P23580,train
P23581,train
P23582,test
P23583,train
P23584,train
P23585,train
P23586,test
P23587,train
P23588,train
P23589,test
P23590,train
P23591,train
P23592,validation
P23593,train
P23594,train
P23595,train
P23596,validation
P23597,train
P23598,train
P23599,validation
P23600,test
P23601,train
P23602,train
P23603,train
P23604,train
P23605,train
P23606,train
P23607,validation
P23608,train
P23609,train
P23610,train
P23611,train
P23612,test
P23613,test
P23614,validation
P23615,train
P23616,train
P23617,train
P23618,train
P23619,train
P23620,train
P23621,validation
P23622,train
P23623,train
P23624,validation
P23625,train
P23626,train
P23627,test
P23628,train
P23629,train
P23630,train
P23631,validation
P23632,train
P23633,train
P23634,train
P23635,train
P23636,validation
P23637,train
P23638,validation
P23639,train
P23640,train
P23641,train
P23642,train
P23643,train
P23644,validation
P23645,validation
P23646,train
P23647,train
P23648,train
P23649,train
P23650,train
P23651,train
P23652,train
P23653,train
P23654,train
P23655,test
P23656,train
P23657,train
P23658,train
P23659,train
P23660,train
P23661,train
P23662,train
P23663,train
P23664,train
P23665,train
P23666,train
P23667,train
P23668,train
P23669,validation
P23670,test
P23671,train
P23672,train
P23673,train
P23674,train
P23675,train
P23676,train
P23677,train
P23678,train
P23679,train
P23680,train
P23681,validation
P23682,train
P23683,train
P23684,train
P23685,train
P23686,train
P23687,train
P23688,test
P23689,train
P23690,train
P23691,train
P23692,train
P23693,train
P23694,train
P23695,test
P23696,train
P23697,train
P23698,validation
P23699,train
P23700,train
P23701,train
P23702,train
P23703,train
P23704,train
P23705,train
P23706,train
P23707,test
P23708,train
P23709,train
P23710,train
P23711,train
P23712,train
P23713,train
P23714,train
P23715,test
P23716,train
P23717,train
P23718,train
P23719,validation
P23720,train
P23721,train
P23722,train
P23723,validation
P23724,train
P23725,train
P23726,train
P23727,train
P23728,train
P23729,test
P23730,train
P23731,train
P23732,test
P23733,train
P23734,train
P23735,test
P23736,test
P23737,train
P23738,train
P23739,test
P23740,train
P23741,train
P23742,validation
P23743,train
P23744,test
P23745,train
P23746,train
P23747,train
P23748,train
P23749,train
P23750,train
P23751,train
P23752,train
P23753,validation
P23754,train
P23755,train
P23756,train
P23757,train
P23758,train
P23759,train
P23760,train
P23761,train
P23762,validation
P23763,train
P23764,train
P23765,train
P23766,train
P23767,test
P23768,train
P23769,validation
P23770,train
P23771,train
P23772,train
P23773,train
P23774,train
P23775,train
P23776,train
P23777,train
P23778,train
P23779,test
P23780,train
P23781,train
P23782,train
P23783,train
P23784,train
P23785,train
P23786,test
P23787,train
P23788,validation
P23789,train
P23790,train
P23791,train
P23792,train
P23793,test
P23794,train
P23795,train
P23796,train
P23797,train
P23798,train
P23799,train
P23800,train
P23801,test
P23802,train
P23803,validation
P23804,train
P23805,train
P23806,train
P23807,test
P23808,train
P23809,train
P23810,train
P23811,train
P23812,train
P23813,validation
P23814,train
P23815,train
P23816,train
P23817,train
P23818,train
P23819,train
P23820,train
P23821,train
P23822,train
P23823,train
P23824,train
P23825,train
P23826,test
P23827,train
P23828,train
P23829,train
P23830,train
P23831,train
P23832,train
P23833,train
P23834,train
P23835,train
P23836,train
P23837,test
P23838,validation
P23839,train
P23840,train
P23841,train
P23842,validation
P23843,train
P23844,train
P23845,train
P23846,train
P23847,train
P23848,validation
P23849,validation
P23850,train
P23851,train
P23852,train
P23853,test
P23854,validation
P23855,test
P23856,test
P23857,validation
P23858,train
P23859,test
P23860,test
P23861,train
P23862,train
P23863,train
P23864,train
P23865,train
P23866,train
P23867,validation
P23868,validation
P23869,train
P23870,train
P23871,train
P23872,train
P23873,train
P23874,test
P23875,test
P23876,train
P23877,train
P23878,train
P23879,train
P23880,train
P23881,train
P23882,train
P23883,train
P23884,train
P23885,train
P23886,train
P23887,train
P23888,train
P23889,train
P23890,train
P23891,train
P23892,validation
P23893,train
P23894,train
P23895,train
P23896,train
P23897,train
P23898,train
P23899,test
P23900,train
P23901,train
P23902,train
P23903,train
P23904,test
P23905,train
P23906,train
P23907,train
P23908,train
P23909,validation
P23910,train
P23911,train
P23912,train
P23913,test
P23914,train
P23915,train
P23916,train
P23917,validation
P23918,train
P23919,test
P23920,train
P23921,train
P23922,train
P23923,test
P23924,train
P23925,validation
P23926,train
P23927,train
P23928,train
P23929,train
P23930,train
P23931,train
P23932,train
P23933,train
P23934,validation
P23935,train
P23936,train
P23937,train
P23938,train
P23939,train
P23940,train
P23941,train
P23942,train
P23943,train
P23944,train
P23945,validation
P23946,validation
P23947,train
P23948,train
P23949,train
P23950,train
P23951,test
P23952,train
P23953,train
P23954,test
P23955,train
P23956,train
P23957,train
P23958,train
P23959,validation
P23960,train
P23961,train
P23962,train
P23963,train
P23964,train
P23965,train
P23966,train
P23967,test
P23968,train
P23969,train
P23970,train
P23971,validation
P23972,train
P23973,train
P23974,train
P23975,train
P23976,train
P23977,test
P23978,train
P23979,train
P23980,train
P23981,validation
P23982,validation
P23983,test
P23984,train
P23985,validation
P23986,train
P23987,train
P23988,train
P23989,train
P23990,train
P23991,train
P23992,train
P23993,train
P23994,train
P23995,train
P23996,test
P23997,test
P23998,train
P23999,train
P24000,test
P24001,train
P24002,train
P24003,train
P24004,train
P24005,validation
P24006,train
P24007,train
P24008,test
P24009,train
P24010,train
P24011,train
P24012,train
P24013,train
P24014,train
P24015,train
P24016,train
P24017,train
P24018,train
P24019,train
P24020,validation
P24021,train
P24022,train
P24023,train
P24024,validation
P24025,train
P24026,train
P24027,train
P24028,train
P24029,train
P24030,train
P24031,train
P24032,train
P24033,train
P24034,train
P24035,train
P24036,train
P24037,train
P24038,validation
P24039,train
P24040,train
P24041,train
P24042,train
P24043,train
P24044,train
P24045,train
P24046,train
P24047,train
P24048,train
P24049,validation
P24050,train
P24051,train
P24052,train
P24053,train
P24054,test
P24055,train
P24056,train
P24057,train
P24058,train
P24059,train
P24060,validation
P24061,train
P24062,test
P24063,train
P24064,train
P24065,train
P24066,train
P24067,validation
P24068,validation
P24069,train
P24070,train
P24071,train
P24072,train
P24073,train
P24074,train
P24075,train
P24076,train
P24077,train
P24078,train
P24079,train
P24080,train
P24081,train
P24082,train
P24083,train
P24084,train
P24085,test
P24086,train
P24087,train
P24088,test
P24089,train
P24090,train
P24091,train
P24092,train
P24093,train
P24094,train
P24095,train
P24096,train
P24097,train
P24098,train
P24099,train
P24100,validation
P24101,train
P24102,train
P24103,test
P24104,train
P24105,train
P24106,train
P24107,train
P24108,train
P24109,train
P24110,train
P24111,train
P24112,test
P24113,train
P24114,train
P24115,train
P24116,validation
P24117,train
P24118,train
P24119,train
P24120,train
P24121,train
P24122,test
P24123,test
P24124,validation
P24125,train
P24126,validation
P24127,train
P24128,train
P24129,train
P24130,validation
P24131,train
P24132,test
P24133,train
P24134,train
P24135,test
P24136,validation
P24137,train
P24138,train
P24139,train
P24140,train
P24141,train
P24142,train
P24143,train
P24144,train
P24145,train
P24146,train
P24147,train
P24148,train
P24149,validation
P24150,train
P24151,test
P24152,train
P24153,train
P24154,train
P24155,test
P24156,train
P24157,train
P24158,train
P24159,test
P24160,train
P24161,train
P24162,train
P24163,train
P24164,train
P24165,train
P24166,train
P24167,train
P24168,test
P24169,train
P24170,train
P24171,train
P24172,validation
P24173,train
P24174,test
P24175,train
P24176,test
P24177,train
P24178,train
P24179,train
P24180,train
P24181,train
P24182,train
P24183,train
P24184,train
P24185,train
P24186,train
P24187,train
P24188,train
P24189,train
P24190,train
P24191,train
P24192,train
P24193,train
P24194,train
P24195,train
P24196,train
P24197,train
P24198,train
P24199,train
P24200,train
P24201,train
P24202,train
P24203,train
P24204,test
P24205,train
P24206,train
P24207,validation
P24208,train
P24209,train
P24210,validation
P24211,test
P24212,train
P24213,train
P24214,train
P24215,train
P24216,validation
P24217,validation
P24218,test
P24219,train
P24220,train
P24221,train
P24222,train
P24223,train
P24224,train
P24225,train
P24226,validation
P24227,train
P24228,train
P24229,train
P24230,train
P24231,train
P24232,validation
P24233,train
P24234,train
P24235,validation
P24236,train
P24237,test
P24238,train
P24239,train
P24240,test
P24241,train
P24242,train
P24243,train
P24244,validation
P24245,train
P24246,train
P24247,train
P24248,validation
P24249,train
P24250,validation
P24251,validation
P24252,validation
P24253,validation
P24254,train
P24255,test
P24256,train
P24257,train
P24258,train
P24259,train
P24260,test
P24261,validation
P24262,validation
P24263,train
P24264,test
P24265,train
P24266,train
P24267,test
P24268,train
P24269,train
P24270,validation
P24271,train
P24272,train
P24273,train
P24274,train
P24275,train
P24276,validation
P24277,validation
P24278,train
P24279,train
P24280,train
P24281,train
P24282,train
P24283,validation
P24284,train
P24285,train
P24286,train
P24287,train
P24288,train
P24289,train
P24290,train
P24291,train
P24292,train
P24293,train
P24294,train
P24295,validation
P24296,train
P24297,train
P24298,validation
P24299,validation
P24300,train
P24301,train
P24302,train
P24303,train
P24304,train
P24305,train
P24306,train
P24307,train
P24308,train
P24309,test
P24310,train
P24311,validation
P24312,validation
P24313,train
P24314,train
P24315,train
P24316,train
P24317,train
P24318,train
P24319,train
P24320,train
P24321,train
P24322,validation
P24323,train
P24324,train
P24325,train
P24326,train
P24327,train
P24328,train
P24329,train
P24330,train
P24331,train
P24332,train
P24333,train
P24334,train
P24335,train
P24336,validation
P24337,train
P24338,train
P24339,train
P24340,train
P24341,train
P24342,train
P24343,train
P24344,train
P24345,train
P24346,train
P24347,train
P24348,train
P24349,validation
P24350,train
P24351,train
P24352,train
P24353,train
P24354,test
P24355,train
P24356,train
P24357,train
P24358,train
P24359,train
P24360,train
P24361,train
P24362,train
P24363,test
P24364,train
P24365,validation
P24366,validation
P24367,train
P24368,train
P24369,train
P24370,train
P24371,train
P24372,test
P24373,train
P24374,train
P24375,train
P24376,validation
P24377,train
P24378,test
P24379,train
P24380,train
P24381,train
P24382,train
P24383,train
P24384,train
P24385,train
P24386,train
P24387,train
P24388,train
P24389,train
P24390,train
P24391,test
P24392,train
P24393,train
P24394,validation
P24395,train
P24396,test
P24397,train
P24398,train
P24399,train
P24400,train
P24401,train
P24402,train
P24403,train
P24404,train
P24405,train
P24406,train
P24407,train
P24408,train
P24409,train
P24410,train
P24411,train
P24412,train
P24413,train
P24414,train
P24415,train
P24416,train
P24417,train
P24418,train
P24419,train
P24420,train
P24421,train
P24422,train
P24423,train
P24424,train
P24425,test
P24426,train
P24427,train
P24428,validation
P24429,train
P24430,train
P24431,train
P24432,test
P24433,validation
P24434,train
P24435,train
P24436,validation
P24437,train
P24438,train
P24439,train
P24440,train
P24441,train
P24442,train
P24443,train
P24444,train
P24445,train
P24446,train
P24447,train
P24448,test
P24449,train
P24450,train
P24451,train
P24452,train
P24453,train
P24454,test
P24455,train
P24456,train
P24457,train
P24458,validation
P24459,validation
P24460,train
P24461,train
P24462,train
P24463,train
P24464,train
P24465,train
P24466,train
P24467,train
P24468,train
P24469,train
P24470,test
P24471,test
P24472,train
P24473,validation
P24474,test
P24475,train
P24476,validation
P24477,train
P24478,train
P24479,train
P24480,train
P24481,train
P24482,train
P24483,train
P24484,test
P24485,train
P24486,train
P24487,train
P24488,train
P24489,train
P24490,train
P24491,train
P24492,train
P24493,train
P24494,train
P24495,train
P24496,train
P24497,train
P24498,train
P24499,train
P24500,train
P24501,train
P24502,test
P24503,train
P24504,train
P24505,train
P24506,train
P24507,train
P24508,train
P24509,train
P24510,train
P24511,validation
P24512,train
P24513,train
P24514,train
P24515,train
P24516,train
P24517,train
P24518,train
P24519,train
P24520,train
P24521,train
P24522,test
P24523,train
P24524,train
P24525,train
P24526,train
P24527,train
P24528,train
P24529,train
P24530,train
P24531,test
P24532,validation
P24533,train
P24534,train
P24535,validation
P24536,train
P24537,train
P24538,train
P24539,train
P24540,train
P24541,train
P24542,train
P24543,validation
P24544,train
P24545,train
P24546,train
P24547,train
P24548,validation
P24549,train
P24550,test
P24551,train
P24552,train
P24553,train
P24554,validation
P24555,train
P24556,train
P24557,train
P24558,validation
P24559,train
P24560,train
P24561,train
P24562,test
P24563,train
P24564,train
P24565,validation
P24566,train
P24567,test
P24568,test
P24569,train
P24570,train
P24571,train
P24572,train
P24573,train
P24574,test
P24575,test
P24576,train
P24577,validation
P24578,train
P24579,train
P24580,test
P24581,validation
P24582,train
P24583,train
P24584,train
P24585,train
P24586,train
P24587,train
P24588,train
P24589,train
P24590,train
P24591,validation
P24592,train
P24593,train
P24594,train
P24595,train
P24596,train
P24597,train
P24598,test
P24599,test
P24600,train
P24601,test
P24602,validation
P24603,train
P24604,train
P24605,train
P24606,train
P24607,train
P24608,validation
P24609,train
P24610,train
P24611,train
P24612,train
P24613,test
P24614,train
P24615,train
P24616,test
P24617,train
P24618,train
P24619,train
P24620,train
P24621,test
P24622,train
P24623,train
P24624,train
P24625,train
P24626,validation
P24627,validation
P24628,train
P24629,train
P24630,train
P24631,train
P24632,validation
P24633,train
P24634,train
P24635,train
P24636,train
P24637,train
P24638,train
P24639,validation
P24640,train
P24641,train
P24642,train
P24643,train
P24644,validation
P24645,validation
P24646,train
P24647,test
P24648,train
P24649,train
P24650,train
P24651,train
P24652,test
P24653,test
P24654,train
P24655,train
P24656,train
P24657,validation
P24658,train
P24659,test
P24660,train
P24661,train
P24662,train
P24663,train
P24664,train
P24665,train
P24666,train
P24667,validation
P24668,train
P24669,train
P24670,validation
P24671,test
P24672,test
P24673,train
P24674,train
P24675,train
P24676,train
P24677,train
P24678,train
P24679,train
P24680,train
P24681,train
P24682,train
P24683,train
P24684,train
P24685,train
P24686,train
P24687,train
P24688,train
P24689,train
P24690,train
P24691,train
P24692,train
P24693,train
P24694,test
P24695,train
P24696,validation
P24697,train
P24698,train
P24699,test
P24700,train
P24701,train
P24702,train
P24703,train
P24704,train
P24705,train
P24706,train
P24707,train
P24708,train
P24709,validation
P24710,train
P24711,train
P24712,train
P24713,train
P24714,train
P24715,train
P24716,validation
P24717,train
P24718,train
P24719,test
P24720,train
P24721,train
P24722,train
P24723,train
P24724,test
P24725,train
P24726,validation
P24727,train
P24728,test
P24729,train
P24730,train
P24731,train
P24732,validation
P24733,train
P24734,train
P24735,train
P24736,train
P24737,validation
P24738,train
P24739,train
P24740,train
P24741,train
P24742,train
P24743,validation
P24744,train
P24745,validation
P24746,validation
P24747,train
P24748,train
P24749,train
P24750,train
P24751,train
P24752,train
P24753,train
P24754,train
P24755,train
P24756,train
P24757,train
P24758,train
P24759,train
P24760,validation
P24761,train
P24762,train
P24763,train
P24764,train
P24765,train
P24766,train
P24767,validation
P24768,train
P24769,train
P24770,train
P24771,test
P24772,train
P24773,train
P24774,test
P24775,train
P24776,train
P24777,train
P24778,train
P24779,train
P24780,validation
P24781,test
P24782,train
P24783,test
P24784,test
P24785,train
P24786,train
P24787,validation
P24788,train
P24789,train
P24790,train
P24791,train
P24792,validation
P24793,train
P24794,train
P24795,train
P24796,train
P24797,train
P24798,test
P24799,validation
P24800,train
P24801,validation
P24802,validation
P24803,train
P24804,validation
P24805,train
P24806,train
P24807,train
P24808,train
P24809,train
P24810,train
P24811,train
P24812,train
P24813,train
P24814,train
P24815,train
P24816,train
P24817,train
P24818,validation
P24819,train
P24820,train
P24821,train
P24822,train
P24823,train
P24824,train
P24825,train
P24826,validation
P24827,train
P24828,test
P24829,train
P24830,train
P24831,train
P24832,train
P24833,train
P24834,validation
P24835,train
P24836,train
P24837,validation
P24838,train
P24839,train
P24840,train
P24841,train
P24842,train
P24843,train
P24844,train
P24845,validation
P24846,train
P24847,train
P24848,validation
P24849,train
P24850,train
P24851,train
P24852,train
P24853,train
P24854,train
P24855,train
P24856,train
P24857,train
P24858,train
P24859,train
P24860,validation
P24861,train
P24862,train
P24863,validation
P24864,train
P24865,test
P24866,train
P24867,train
P24868,train
P24869,validation
P24870,train
P24871,train
P24872,train
P24873,train
P24874,train
P24875,train
P24876,train
P24877,train
P24878,train
P24879,train
P24880,train
P24881,train
P24882,train
P24883,train
P24884,train
P24885,train
P24886,train
P24887,test
P24888,train
P24889,train
P24890,train
P24891,train
P24892,train
P24893,train
P24894,train
P24895,test
P24896,train
P24897,train
P24898,train
P24899,train
P24900,train
P24901,test
P24902,train
P24903,train
P24904,train
P24905,validation
P24906,train
P24907,train
P24908,train
P24909,train
P24910,validation
P24911,validation
P24912,train
P24913,train
P24914,train
P24915,train
P24916,train
P24917,validation
P24918,train
P24919,train
P24920,train
P24921,train
P24922,test
P24923,train
P24924,validation
P24925,train
P24926,train
P24927,train
P24928,train
P24929,train
P24930,train
P24931,train
P24932,train
P24933,train
P24934,train
P24935,train
P24936,validation
P24937,train
P24938,train
P24939,train
P24940,train
P24941,train
P24942,train
P24943,train
P24944,test
P24945,train
P24946,train
P24947,train
P24948,train
P24949,train
P24950,train
P24951,train
P24952,train
P24953,train
P24954,train
P24955,train
P24956,train
P24957,train
P24958,train
P24959,train
P24960,train
P24961,train
P24962,train
P24963,train
P24964,validation
P24965,train
P24966,train
P24967,train
P24968,train
P24969,validation
P24970,test
P24971,train
P24972,train
P24973,train
P24974,train
P24975,train
P24976,train
P24977,train
P24978,train
P24979,train
P24980,train
P24981,train
P24982,train
P24983,train
P24984,train
P24985,train
P24986,train
