drug_id,drug_name,disease_id,generic_name,disease,drug_class,active_ingredient,description,side_effects,contraindications,warnings,major_interactions,source,language
acarbose,Acarbose,type_2_diabetes,ಅಕಾರ್ಬೋಸ್,ಟೈಪ್ 2 ಸಕ್ಕರೆ ಕಾಯಿಲೆ,ಆಲ್ಫಾ-ಗ್ಲೂಕೋಸಿಡೇಸ್ ಇನ್ಹಿಬಿಟರ್,ಅಕಾರ್ಬೋಸ್,ಈ ಮರ್ದ್ ತಿನ್ನಿ ಬೊಕ್ಕ ನೆತ್ತೆರ್ದ ಸಕ್ಕರೆ ಅಂಶ ಹಠಾತ್ ಜಾಸ್ತಿ ಆಪುನೆನ್ ತಡೆಯುಂಡು. ಅರಿ-ರೊಟ್ಟಿ ಜಾಸ್ತಿ ತಿನ್ಪಿನ ನಮ್ಮ ಊರ್ದ ತೆನಸ್‌ಗ್ ಉಂದು ಬಾರೀ ಎಡ್ಡೆ.,"ಪೊಟ್ಟೆಡ್ ಗ್ಯಾಸ್, ಪೊಟ್ಟೆ ಊತ, ಬಂಜಿ ಬೇನೆ, ಗೇಂಟಿ. ನಿಧಾನವಾದ್ ಡೋಸ್ ಕಮ್ಮಿ ಮಲ್ತೆರ್ಡ ಸರಿ ಆಪುಂಡು.","ಕರ್ಳ್ ಉರಿ, ಜೀರ್ಣ ತೊಂದರೆ, ಕರಲ್ ವೈಫಲ್ಯ ಉಂಡೆರ್ಡ ಈ ಮರ್ದ್ ದೆತೊನರೆ ಬಲ್ಲಿ.","ಸಕ್ಕರೆ ಕಮ್ಮಿ ಆಂಡ ನೇರ ಗ್ಲೂಕೋಸ್ ಪರ್ಲೆ, ಸಾಮಾನ್ಯ ಸಕ್ಕರೆ ಕೆಲಸ ಮಲ್ಪಂಜಿ. ಕರಲ್ ತಪಾಸಣೆ ಮಲ್ಪಾವೊಡು.",Digestive enzyme supplements (like amylase or pancreatin) make acarbose less effective — avoid combining them. Activated charcoal also reduces its effect. It may lower the absorption of digoxin (a heart medicine). (Source: FDA label; DrugBank),FDA DailyMed; DrugBank DB00284 — ತುಳು,tulu
amlodipine,Amlodipine,hypertension,ಅಮ್ಲೋಡಿಪಿನ್ ಬೆಸಿಲೇಟ್,ಅಧಿಕ ರಕ್ತ ಒತ್ತಡ,ಕ್ಯಾಲ್ಸಿಯಂ ಚಾನೆಲ್ ಬ್ಲಾಕರ್,ಅಮ್ಲೋಡಿಪಿನ್ ಬೆಸಿಲೇಟ್,ಈ ಮರ್ದ್ ನೆತ್ತೆರ್ದ ನರೊಲೆನ್ ಸಡಿಲ ಮಲ್ತ್‌ದ್ ಬಿಪಿ (ರಕ್ತದೊತ್ತಡ) ಕಮ್ಮಿ ಮಲ್ಪುಂಡು. ಬಿಪಿ ಬೊಕ್ಕ ಎದೆ ಬೇನೆ ಉಂಡೆರ್ಡ ಉಂದೆನ್ ಕೊರ್ಪೆರ್.,"ಕಾರ್ ಊತ, ಮೋರೆ ಕೆಂಪು ಆಪುನು, ತರೆ ಬೇನೆ, ತಲೆ ತಿರ್ಗುನು, ಎದೆ ಬಡಿತ ಜಾಸ್ತಿ ಆಪುನು, ಆಯಾಸ.",ಅಮ್ಲೋಡಿಪಿನ್ ಮರ್ದ್ಗ್ ಅಲರ್ಜಿ ಉಪ್ಪುನಕ್ಲೆಗ್ ಈ ಮರ್ದ್ ದೆತೊನರೆ ಬಲ್ಲಿ.,ಬಿಪಿ ಹಠಾತ್ ಕಮ್ಮಿ ಆಪುನ ಸಾದ್ಯತೆ ಉಂಡು. ಕಾರ್ ಊತ ಜಾಸ್ತಿ ಆಂಡ ಡಾಕ್ಟರ್‌ನ್ ಪೋದು ತಿಕ್ಕುಲೆ.,"Certain antifungal and antibiotic medicines (ketoconazole, ritonavir, clarithromycin) can raise amlodipine levels significantly — blood pressure should be monitored. Rifampin (an antibiotic) makes it less effective. If you take simvastatin (a cholesterol medicine), your dose should be limited to 20 mg/day. Levels of cyclosporine and tacrolimus (organ transplant medicines) may rise. (Source: FDA label; RxNav)",FDA DailyMed; DrugBank DB00381 — ತುಳು,tulu
losartan,Losartan,hypertension,ಲೊಸಾರ್ಟಾನ್ ಪೊಟ್ಯಾಸಿಯಂ,ಅಧಿಕ ರಕ್ತ ಒತ್ತಡ,ARB,ಲೊಸಾರ್ಟಾನ್ ಪೊಟ್ಯಾಸಿಯಂ,ಈ ಮರ್ದ್ ಬಿಪಿನ್ ಕಮ್ಮಿ ಮಲ್ಪುಂಡು ಬೊಕ್ಕ ಶುಗರ್ ಉಪ್ಪುನಕ್ಲೆಗ್ ಕಿಡ್ನಿ ರಕ್ಷಣೆ ಮಲ್ಪುಂಡು.,"ತಲೆ ತಿರ್ಗುನು, ಉಸಿರಾಟದ ತೊಂದರೆ, ಮೂಂಕು ಕಟ್ಟುನು, ಬೆರಿ ಬೇನೆ, ಆಯಾಸ.",ಬಂಜಿನ ಪೊಂಜೊಲು ಈ ಮರ್ದ್ ದೆತೊನರೆ ಬಲ್ಲಿ — ಮಗೊಗ್ ಬಾರೀ ಅಪಾಯ.,ಬಂಜಿ ಉಂಡ್ ಪಂದ್ ತೆರಿದಿ ಬೊಕ್ಕ ಬೇಗ್ ಮರ್ದ್ ನಿಲ್ಪಾವ್ಲೆ. ಕಿಡ್ನಿ ತಪಾಸಣೆ ಮಲ್ಪಾವೊಡು.,Combining with aliskiren is not recommended if you have diabetes or kidney problems. Potassium supplements or potassium-sparing water pills can push potassium too high. NSAID painkillers reduce its blood-pressure-lowering effect and can strain the kidneys. It can raise lithium levels to a toxic degree. (Source: FDA label; RxNav),FDA DailyMed; DrugBank DB00678 — ತುಳು,tulu
enalapril,Enalapril,hypertension,ಎನಾಲಾಪ್ರಿಲ್ ಮ್ಯಾಲೇಟ್,ಅಧಿಕ ರಕ್ತ ಒತ್ತಡ,ACE ಇನ್ಹಿಬಿಟರ್,ಎನಾಲಾಪ್ರಿಲ್ ಮ್ಯಾಲೇಟ್,ಈ ಮರ್ದ್ ನೆತ್ತೆರ್ದ ನರೊನ್ ಸಡಿಲ ಮಲ್ತ್‌ದ್ ಬಿಪಿ ಕಮ್ಮಿ ಮಲ್ಪುಂಡು. ಹಾರ್ಟ್ ತೊಂದರೆ ಉಪ್ಪುನಕ್ಲೆಗ್‌ಲಾ ಉಂದೆನ್ ಕೊರ್ಪೆರ್.,"ಒಣ ತೆಮ್ಮ, ತಲೆ ತಿರ್ಗುನು, ತರೆ ಬೇನೆ, ಆಯಾಸ. ಅಪರೂಪಗ್: ಮೋರೆ/ಗಂಟೆಲ್ ಊತ.",ಬಂಜಿನ ಪೊಂಜೊಲು ಬೊಕ್ಕ ದುಂಬು ಈ ಮರ್ದ್ರ್ದ್ ಊತ ಬಂದಿನಕುಲು ದೆತೊನರೆ ಬಲ್ಲಿ.,"ಮೋರೆ, ತುಟಿ, ಗಂಟೆಲ್ ಊತ ಬತ್ತೆರ್ಡ ಬೇಗ್ ಆಸ್ಪತ್ರೆಗ್ ಪೋಲೆ. ಬಂಜಿ ಉಂಡ್ ಪಂದ್ ತೆರಿದಿ ಬೊಕ್ಕ ಮರ್ದ್ ನಿಲ್ಪಾವ್ಲೆ.",Combining with aliskiren is not recommended in diabetes or kidney disease. Potassium-sparing water pills or potassium supplements can raise potassium to dangerous levels. NSAID painkillers reduce its effect and can strain the kidneys. It can raise lithium levels. (Source: FDA label; RxNav),FDA DailyMed; DrugBank DB00584 — ತುಳು,tulu
telmisartan,Telmisartan,hypertension,ಟೆಲ್ಮಿಸಾರ್ಟಾನ್,ಅಧಿಕ ರಕ್ತ ಒತ್ತಡ,ARB,ಟೆಲ್ಮಿಸಾರ್ಟಾನ್,ಈ ಮರ್ದ್ ದಿನಕ್ಕ್ ಒಂಜಿ ಸರ್ತಿ ದೆತೊಂಡ್ರೆ 24 ಗಂಟೆ ಬಿಪಿನ್ ಸರಿ ಕಂಟ್ರೋಲ್ ಮಲ್ಪುಂಡು.,"ಉಸಿರಾಟದ ತೊಂದರೆ, ಬೆರಿ ಬೇನೆ, ಸೈನಸ್, ಗೇಂಟಿ, ತಲೆ ತಿರ್ಗುನು.",ಬಂಜಿನ ಪೊಂಜೊಲು ಬೊಕ್ಕ ಮರ್ದ್ ಅಲರ್ಜಿ ಉಪ್ಪುನಕುಲು ದೆತೊನರೆ ಬಲ್ಲಿ.,ಬಂಜಿ ಉಂಡ್ ಪಂದ್ ತೆರಿದಿ ಬೊಕ್ಕ ಬೇಗ್ ಮರ್ದ್ ನಿಲ್ಪಾವ್ಲೆ. ಕಿಡ್ನಿ ಚೆಕ್ ಮಲ್ಪಾವೊಡು.,Raises blood levels of digoxin (a heart medicine) — this needs monitoring. Can increase lithium toxicity. Combining with ramipril (another blood-pressure medicine acting on the same system) isn't recommended. NSAID painkillers reduce its effect and add kidney risk. (Source: FDA label; DrugBank),FDA DailyMed; DrugBank DB00966 — ತುಳು,tulu
hydrochlorothiazide,Hydrochlorothiazide,hypertension,ಹೈಡ್ರೋಕ್ಲೋರೋಥಿಯಾಝೈಡ್,ಅಧಿಕ ರಕ್ತ ಒತ್ತಡ,ಥಿಯಾಝೈಡ್ ಮೂತ್ರವರ್ಧಕ,ಹೈಡ್ರೋಕ್ಲೋರೋಥಿಯಾಝೈಡ್,ಈ ಮರ್ದ್ ಉಚ್ಚೆ ಜಾಸ್ತಿ ಪಿದಯಿ ದಾಂಟಾದ್ ಬಿಪಿನ್ ಕಮ್ಮಿ ಮಲ್ಪುಂಡು.,"ತಲೆ ತಿರ್ಗುನು, ಮೈಡ್ ಉಪ್ಪು/ಪೊಟ್ಯಾಸಿಯಂ ಕಮ್ಮಿ ಆಪುನು, ಶುಗರ್ ಜಾಸ್ತಿ ಆಪುನು.",ಉಚ್ಚೆ ಪಿದಯಿ ಪೋವಂದಿ ಸ್ಥಿತಿ ಬೊಕ್ಕ ತೀವ್ರ ಕಿಡ್ನಿ ವೈಫಲ್ಯ ಉಂಡೆರ್ಡ ದೆತೊನರೆ ಬಲ್ಲಿ.,ನೆತ್ತೆರ್ಡ್ ಪೊಟ್ಯಾಸಿಯಂ ಬೊಕ್ಕ ಸೋಡಿಯಂ ಚೆಕ್ ಮಲ್ಪಾವೊಡು. ಗೌಟ್ (ಸಂಧಿ ಬೇನೆ) ಉಪ್ಪುನಕ್ಲೆಗ್ ಸೀಕ್ ಜಾಸ್ತಿ ಆಪೆರೆ ಸಾದ್ಯ ಉಂಡು.,"Significantly raises the risk of lithium toxicity if taken together. NSAID painkillers reduce its water-pill and blood-pressure effects. Can raise blood sugar, working against diabetes medicines. Steroids add to potassium loss. Low potassium from this medicine can make digoxin (a heart medicine) more likely to cause problems. (Source: FDA label; RxNav)",FDA DailyMed; DrugBank DB00999 — ತುಳು,tulu
atenolol,Atenolol,hypertension,ಅಟೆನೊಲಾಲ್,ಅಧಿಕ ರಕ್ತ ಒತ್ತಡ,ಬೀಟಾ-1 ಬ್ಲಾಕರ್,ಅಟೆನೊಲಾಲ್,ಈ ಮರ್ದ್ ಎದೆ ಬಡಿತೊನ್ ಸರಿ ಮಲ್ತ್‌ದ್ ಬಿಪಿನ್ ಕಮ್ಮಿ ಮಲ್ಪುಂಡು.,"ಎದೆ ಬಡಿತ ಬಾರೀ ನಿಧಾನ ಆಪುನು, ಆಯಾಸ, ತಲೆ ತಿರ್ಗುನು, ಕೈ-ಖಾರ್ ತಣ್ಣಗ್ ಆಪುನು, ನಿದ್ರೆ ಬಪ್ಪಂದಿಪ್ಪುನು.",ಎದೆ ಬಡಿತ ಬಾರೀ ಕಮ್ಮಿ ಉಪ್ಪುನಕ್ಲೆಗ್ ಬೊಕ್ಕ ಹಾರ್ಟ್ ಬ್ಲಾಕ್ ಉಪ್ಪುನಕ್ಲೆಗ್ ದೆತೊನರೆ ಬಲ್ಲಿ.,ತಟ್ಟನೆ ಮರ್ದ್ ನಿಲ್ಪಾವಡೇ — ಎದೆ ಬೇನೆ ಬೊಕ್ಕ ಹಾರ್ಟ್ ಅಟ್ಯಾಕ್ ಆಪುನ ಅಪಾಯ ಉಂಡು. ನಿಧಾನ ಕಮ್ಮಿ ಮಲ್ತ್ ಉಂತಾವೊಡು.,"Combining with certain blood-pressure medicines (verapamil, diltiazem) can cause a dangerously slow heart rate or heart block. If you're also on clonidine, stopping it while still on this drug can cause a sharp rebound rise in blood pressure. Combined with insulin or diabetes tablets, it can prolong and hide low blood sugar. NSAID painkillers reduce its blood-pressure-lowering effect. (Source: FDA label; RxNav)",FDA DailyMed; DrugBank DB00335 — ತುಳು,tulu
ramipril,Ramipril,hypertension,ರಾಮಿಪ್ರಿಲ್,ಅಧಿಕ ರಕ್ತ ಒತ್ತಡ,ACE ಇನ್ಹಿಬಿಟರ್,ರಾಮಿಪ್ರಿಲ್,ಈ ಮರ್ದ್ ಬಿಪಿ ಕಂಟ್ರೋಲ್ ಮಲ್ಪುನೆ ಜೊತೆಗ್ ಎದೆನ್ (ಹಾರ್ಟ್) ರಕ್ಷಣೆ ಮಲ್ಪುಂಡು.,"ಒಣ ತೆಮ್ಮ, ತಲೆ ತಿರ್ಗುನು, ತರೆ ಬೇನೆ, ಆಯಾಸ. ಅಪರೂಪಗ್: ಮೋರೆ ಊತ.",ಬಂಜಿನ ಪೊಂಜೊಲು ಈ ಮರ್ದ್ ದೆತೊನರೆ ಬಲ್ಲಿ.,ಬಂಜಿ ಉಂಡ್ ಪಂದ್ ತೆರಿದಿ ಬೊಕ್ಕ ಬೇಗ್ ಮರ್ದ್ ನಿಲ್ಪಾವ್ಲೆ. ಕಿಡ್ನಿ ತಪಾಸಣೆ ಮಲ್ಪಾವೊಡು.,Combining with aliskiren is not recommended in diabetes or kidney disease. Potassium-sparing water pills can cause dangerously high potassium. NSAID painkillers reduce its effect and add kidney strain. It can raise lithium levels. (Source: FDA label; RxNav),FDA DailyMed; DrugBank DB00178 — ತುಳು,tulu
chlorthalidone,Chlorthalidone,hypertension,ಕ್ಲೋರ್‌ತಾಲಿಡೋನ್,ಅಧಿಕ ರಕ್ತ ಒತ್ತಡ,ಥಿಯಾಝೈಡ್ ಮಾದರಿ ಮೂತ್ರವರ್ಧಕ,ಕ್ಲೋರ್‌ತಾಲಿಡೋನ್,ಈ ಮರ್ದ್ ಉಚ್ಚೆ ಪಿದಯಿ ದಾಂಟಾದ್ ಬಿಪಿನ್ ಕಮ್ಮಿ ಮಲ್ಪುಂಡು. ದಿನಕ್ಕ್ ಒಂಜಿ ಸರ್ತಿ ದೆತೊಂಡ್ರೆ ಸಾಕು.,"ಮೈಡ್ ಪೊಟ್ಯಾಸಿಯಂ ಕಮ್ಮಿ ಆಪುನು, ಮಾಂಸಖಂಡೊದ ಸೆಳೆತ, ತಲೆ ತಿರ್ಗುನು.",ಉಚ್ಚೆ ಪೋವಂದಿ ಸ್ಥಿತಿ ಬೊಕ್ಕ ತೀವ್ರ ಕಿಡ್ನಿ ವೈಫಲ್ಯ ಉಂಡೆರ್ಡ ದೆತೊನರೆ ಬಲ್ಲಿ.,ಪೊಟ್ಯಾಸಿಯಂ ಚೆಕ್ ಮಲ್ಪಾವೊಡು — ಕಮ್ಮಿ ಆಂಡ ಸಪ್ಲಿಮೆಂಟ್ ದೆತೊನೊಡಾಪುಂಡು.,Raises the risk of lithium toxicity. Low potassium caused by this medicine can make digoxin (a heart medicine) more likely to cause an irregular heartbeat. NSAID painkillers reduce its diuretic and blood-pressure effects. Steroids and amphotericin B add to potassium loss. (Source: FDA label; DrugBank),FDA DailyMed; DrugBank DB00310 — ತುಳು,tulu
carvedilol,Carvedilol,hypertension,ಕಾರ್ವೆಡಿಲಾಲ್,ಅಧಿಕ ರಕ್ತ ಒತ್ತಡ,ಆಲ್ಫಾ-ಬೀಟಾ ಬ್ಲಾಕರ್,ಕಾರ್ವೆಡಿಲಾಲ್,ಈ ಮರ್ದ್ ಎದೆ ಬಡಿತೊನ್ ಕಮ್ಮಿ ಮಲ್ತ್‌ದ್ ಬಿಪಿನ್ ಕಮ್ಮಿ ಮಲ್ಪುಂಡು. ಬಿಪಿ ಬೊಕ್ಕ ಎದೆ ವೈಫಲ್ಯ ರಡ್ಡೆಗ್‌ಲಾ ಕೊರ್ಪೆರ್.,"ತಲೆ ತಿರ್ಗುನು, ಆಯಾಸ, ಬಿಪಿ ಕಮ್ಮಿ ಆಪುನು, ತೂಕ ಜಾಸ್ತಿ, ಕಾರ್ ಊತ.",ಆಸ್ತಮಾ (ಉಸಿರು ಸೀಕ್) ಬೊಕ್ಕ ಹಾರ್ಟ್ ಬ್ಲಾಕ್ ಉಪ್ಪುನಕ್ಲೆಗ್ ದೆತೊನರೆ ಬಲ್ಲಿ.,ತಟ್ಟನೆ ಮರ್ದ್ ನಿಲ್ಪಾವಡೇ — ಡಾಕ್ಟರ್‌ನ್ ಕೇನ್ದ್ ನಿಧಾನ ಕಮ್ಮಿ ಮಲ್ಪೊಡು.,"Combining with verapamil or diltiazem (other heart/BP medicines) can cause a dangerously slow heart rate — this combination is usually avoided. It raises digoxin levels by about 15%, so monitoring is needed. Combined with insulin or diabetes tablets, it can strengthen and hide low blood sugar. Certain antidepressants (fluoxetine, paroxetine) can raise carvedilol levels. (Source: FDA label; RxNav)",FDA DailyMed; DrugBank DB01136 — ತುಳು,tulu
clonidine,Clonidine,hypertension,ಕ್ಲೋನಿಡಿನ್ ಹೈಡ್ರೋಕ್ಲೋರೈಡ್,ಅಧಿಕ ರಕ್ತ ಒತ್ತಡ,ಕೇಂದ್ರ ಆಲ್ಫಾ-2 ಆಗೋನಿಸ್ಟ್,ಕ್ಲೋನಿಡಿನ್ ಹೈಡ್ರೋಕ್ಲೋರೈಡ್,ಈ ಮರ್ದ್ ಬಿಪಿ ಬಾರೀ ಜಾಸ್ತಿ ಆನಗ ಬೇಗ್ ಬಿಪಿ ಕಮ್ಮಿ ಮಲ್ಪೆರೆ ಕೊರ್ಪುನ ತುರ್ತು ಮರ್ದ್.,"ಬಾಯಿ ಒಣಗುನು, ನಿದ್ರೆ ಬಪ್ಪುನು, ತಲೆ ತಿರ್ಗುನು, ಮಲಬದ್ಧತೆ, ಆಯಾಸ.",ಈ ಮರ್ದ್ಗ್ ಅಲರ್ಜಿ ಉಪ್ಪುನಕ್ಲೆಗ್ ದೆತೊನರೆ ಬಲ್ಲಿ.,ತಟ್ಟನೆ ನಿಲ್ಪಾದ್ರೆ ಬಿಪಿ ಬಾರೀ ಜಾಸ್ತಿ ಆಪೆರೆ ಸಾದ್ಯ ಉಂಡು. ನಿದ್ರೆ ಬಪ್ಪುನೆರ್ದ್ ಗಾಡಿ ಚಾಲನೆ ಮಲ್ಪೆರೆ ಬಲ್ಲಿ.,"If you're on a beta-blocker and stop clonidine abruptly, this can cause a severe rebound rise in blood pressure — clonidine must be tapered off first, then the beta-blocker. Certain antidepressants (tricyclics) can reduce its blood-pressure-lowering effect. Alcohol and sedating medicines add to drowsiness. (Source: FDA label; RxNav)",FDA DailyMed; DrugBank DB00575 — ತುಳು,tulu
ibuprofen,Ibuprofen,arthritis,ಇಬ್ಯೂಪ್ರೊಫೆನ್,ಮೂಳೆ ಸಂಧಿ ಬೇನೆ,NSAID,ಇಬ್ಯೂಪ್ರೊಫೆನ್,"ಈ ಮರ್ದ್ ಸೀಕ್, ಉರಿ ಬೊಕ್ಕ ಜ್ವರೊನ್ ಕಮ್ಮಿ ಮಲ್ಪುಂಡು. ಎಲು-ಸಂಧಿ ಬೇನೆ ಬೊಕ್ಕ ಮೈ ಸೀಕ್ ಕೊರ್ಪೆರ್.","ಬಂಜಿ ಬೇನೆ, ಕಕ್ಕುನಾ (ವಾಂತಿ), ಅಜೀರ್ಣ, ಗೇಂಟಿ, ಬಿಪಿ ಜಾಸ್ತಿ, ಕಾರ್ ಊತ. ತೀವ್ರ: ಪೊಟ್ಟೆಡ್ ಗಾಯ/ರಕ್ತಸ್ರಾವ, ಕಿಡ್ನಿ ಹಾನಿ.","ಪೊಟ್ಟೆಡ್ ಅಲ್ಸರ್ (ಗಾಯ) ಉಂಡೆರ್ಡ, ಮರ್ದ್ ಅಲರ್ಜಿ ಉಂಡೆರ್ಡ, ಗರ್ಭಿಣಿ 30ನೇ ವಾರೊರ್ದ್ ಬೊಕ್ಕ ದೆತೊನರೆ ಬಲ್ಲಿ.",ಹಾರ್ಟ್ ಅಟ್ಯಾಕ್ ಬೊಕ್ಕ ಪೊಟ್ಟೆಡ್ ರಕ್ತಸ್ರಾವದ ಅಪಾಯ ಉಂಡು. ತೆನಸ್ ದೆತೊಂಡಿ ಬೊಕ್ಕ ಮಾತ್ರ ದೆತೊನ್ಲೆ.,"If you take low-dose aspirin to protect your heart, taking ibuprofen too close to it can block aspirin's protective effect — take aspirin at least 2 hours before ibuprofen. It increases bleeding risk with warfarin (a blood thinner). It can reduce the effect of blood pressure medicines (ACE inhibitors/ARBs) and stress the kidneys. It raises lithium levels. It significantly increases the toxicity risk of methotrexate. (Source: FDA label; RxNav)",FDA DailyMed; DrugBank DB01050 — ತುಳು,tulu
diclofenac,Diclofenac,arthritis,ಡಿಕ್ಲೊಫೆನಾಕ್ ಸೋಡಿಯಂ,ಮೂಳೆ ಸಂಧಿ ಬೇನೆ,NSAID,ಡಿಕ್ಲೊಫೆನಾಕ್ ಸೋಡಿಯಂ,ಉಂದು ಸೀಕ್ ಬೊಕ್ಕ ಉರಿ ಕಮ್ಮಿ ಮಲ್ಪುನ ಮುಖ್ಯ ಮರ್ದ್. ಬೆರಿ ಬೇನೆ ಬೊಕ್ಕ ಸಂಧಿ ಬೇನೆ ಕೊರ್ಪೆರ್.,"ಬಂಜಿ ಬೇನೆ, ಕಕ್ಕುನಾ (ವಾಂತಿ), ಅಜೀರ್ಣ. ತೀವ್ರ: ಹಾರ್ಟ್ ಅಟ್ಯಾಕ್, ಪೊಟ್ಟೆಡ್ ರಕ್ತಸ್ರಾವ, ಕರಲ್ ಹಾನಿ.","ಪೊಟ್ಟೆಡ್ ಗಾಯ ಉಂಡೆರ್ಡ, ಮರ್ದ್ ಅಲರ್ಜಿ ಉಂಡೆರ್ಡ ಬೊಕ್ಕ ಗರ್ಭದ ಕೊನೆ 3 ತಿಂಗೊಲುಡ್ ದೆತೊನರೆ ಬಲ್ಲಿ.",ಹಾರ್ಟ್ ಅಟ್ಯಾಕ್ ಬೊಕ್ಕ ಸ್ಟ್ರೋಕ್ ಅಪಾಯ ಉಂಡು. ಕರಲ್ ತಪಾಸಣೆ ಮಲ್ಪಾವೊಡು. ತೆನಸ್ ದೆತೊಂಡಿ ಬೊಕ್ಕ ದೆತೊನ್ಲೆ.,Increases bleeding risk with warfarin and other blood thinners — INR blood tests should be monitored closely. Can raise methotrexate levels to a potentially dangerous degree. Increases kidney-related side effects of cyclosporine. May raise digoxin levels. Reduces the effectiveness of blood pressure medicines (ACE inhibitors/ARBs) and can trigger sudden kidney problems. (Source: FDA label; DrugBank),FDA DailyMed; DrugBank DB00586 — ತುಳು,tulu
naproxen,Naproxen,arthritis,ನ್ಯಾಪ್ರೊಕ್ಸೆನ್ ಸೋಡಿಯಂ,ಮೂಳೆ ಸಂಧಿ ಬೇನೆ,NSAID,ನ್ಯಾಪ್ರೊಕ್ಸೆನ್ ಸೋಡಿಯಂ,ಈ ಮರ್ದ್ ದೀರ್ಘಕಾಲ ಕೆಲಸ ಮಲ್ಪುನ ಸೀಕ್ ನಿವಾರಕ — ದಿನಕ್ಕ್ ರಡ್ಡ್ ಸರ್ತಿ ದೆತೊಂಡ್ರೆ ಸಾಕು.,"ಬಂಜಿ ಬೇನೆ, ಅಜೀರ್ಣ, ಬಂಜಿ ಉರಿ, ಕಾರ್ ಊತ, ಬಿಪಿ ಜಾಸ್ತಿ.","ಮರ್ದ್ ಅಲರ್ಜಿ, ಪೊಟ್ಟೆಡ್ ಗಾಯ, ಗರ್ಭಿಣಿ 30ನೇ ವಾರೊರ್ದ್ ಬೊಕ್ಕ ದೆತೊನರೆ ಬಲ್ಲಿ.",ಹಾರ್ಟ್ ಅಟ್ಯಾಕ್ ಬೊಕ್ಕ ಪೊಟ್ಟೆಡ್ ರಕ್ತಸ್ರಾವದ ಅಪಾಯ ಉಂಡು. ದೀರ್ಘಕಾಲ ದೆತೊಂಡ್ರೆ ಕಿಡ್ನಿ ಹಾನಿ ಆಪೆರೆ ಸಾದ್ಯ ಉಂಡು.,Increases bleeding risk with warfarin — INR should be monitored closely. Reduces the effect of blood pressure medicines (ACE inhibitors/ARBs) and can strain the kidneys. Raises methotrexate levels and toxicity risk. Probenecid (a gout medicine) raises naproxen levels. Can raise lithium to toxic levels. (Source: FDA label; RxNav),FDA DailyMed; DrugBank DB00788 — ತುಳು,tulu
methotrexate,Methotrexate,arthritis,ಮೆಥೊಟ್ರೆಕ್ಸೇಟ್,ಮೂಳೆ ಸಂಧಿ ಬೇನೆ,DMARD / ಫೋಲೇಟ್ ವಿರೋಧಿ,ಮೆಥೊಟ್ರೆಕ್ಸೇಟ್,ಉಂದು ಸಂಧಿ ಬೇನೆ (ಆರ್ಥ್ರೈಟಿಸ್) ಕಂಟ್ರೋಲ್ ಮಲ್ಪೆರೆ ಕೊರ್ಪುನ ಮುಖ್ಯ ಮರ್ದ್. ವಾರಕ್ಕ್ ಒಂಜಿ ಸರ್ತಿ ಮಾತ್ರ ದೆತೊನೊಡು.,"ಕಕ್ಕುನಾ (ವಾಂತಿ), ಬಾಯಿ ಗಾಯ, ಆಯಾಸ. ತೀವ್ರ: ಕರಲ್ ಹಾನಿ, ನೆತ್ತೆರ್ದ ಕಣ ಕಮ್ಮಿ ಆಪುನು.","ಬಂಜಿನ ಪೊಂಜೊಲು (ಬಾರೀ ಅಪಾಯ), ಸಾರಾಯಿ ಪರ್ಪುನಕುಲು, ಕರಲ್ ಬೊಕ್ಕ ಕಿಡ್ನಿ ತೊಂದರೆ ಉಪ್ಪುನಕುಲು ದೆತೊನರೆ ಬಲ್ಲಿ.",ವಾರಕ್ಕ್ ಒಂಜಿ ಸರ್ತಿ ಮಾತ್ರ ದೆತೊನೊಡು — ದಿನಪ್ರತಿ ದೆತೊಂಡ್ರೆ ಪ್ರಾಣಾಪಾಯ! ಕರಲ್ ಬೊಕ್ಕ ನೆತ್ತೆರ್ ತಪಾಸಣೆ ಮಲ್ಪಾವೊಡು. ಸಾರಾಯಿ ಪರ್ಪುನೆನ್ ಬುಡ್ಲೆ.,"NSAID painkillers (ibuprofen, diclofenac) reduce how well the kidneys clear methotrexate, which can cause potentially fatal toxicity — this combination is usually avoided or closely monitored. Certain antibiotics (trimethoprim/sulfamethoxazole) add to its toxic effects and should be avoided. Penicillin-type antibiotics slow its clearance. Acid-reflux medicines (proton pump inhibitors) may raise its levels. Alcohol increases liver damage risk. (Source: FDA label; RxNav; DrugBank)",FDA DailyMed; DrugBank DB00563 — ತುಳು,tulu
